,smile,pld,name,npz
1838,[Cd].[O-]C(=O)c1c(Br)c(Br)c(c(c1Br)Br)C(=O)[O-].c1ncn(c1)c1cc(cc(c1)n1cncc1)n1cncc1,4.67,DEYLUQ_clean,voxels_50/DEYLUQ_clean-(id_3919).npz
1839,[Cd].[O-]C(=O)c1c(C)c(C(=O)[O-])c(c(c1C)C(=O)[O-])C.n1ccc(cc1)c1ccncc1,2.80977,DOKHUH_clean,voxels_50/DOKHUH_clean-(id_9512).npz
1840,[Cd].[O-]C(=O)c1c(C)c(C)c(c(c1C)C)C(=O)[O-],2.87689,KIVVOC_clean,voxels_50/KIVVOC_clean-(id_1516).npz
1841,[Cd].[O-]C(=O)c1c(N)c(N)c(c(c1N)N)C(=O)[O-].[O-]C(=O)c1cc(N)c(cc1N)C(=O)[O-],3.75413,FIPJEV_clean,voxels_50/FIPJEV_clean-(id_11618).npz
1842,[Cd].[O-]C(=O)c1c(O)c(O)c(c(c1O)O)C(=O)[O-].[O-]C(=O)c1cc(O)c(cc1O)C(=O)[O-],5.44672,DUWGEJ_clean,voxels_50/DUWGEJ_clean-(id_14008).npz
1843,[Cd].[O-]C(=O)c1c(cccc1C(=O)[O-])C(=O)[O-].n1ccc(cc1)c1ccncc1,4.01932,TIKMEH_clean,voxels_50/TIKMEH_clean-(id_7319).npz
1844,[Cd].[O-]C(=O)c1c2ccccc2c(c2c1cccc2)C(=O)[O-],3.93964,DUQRUD_clean,voxels_50/DUQRUD_clean-(id_6588).npz
1845,[Cd].[O-]C(=O)c1cc(C#Cc2cc(cc(c2)C(=O)[O-])C(=O)[O-])cc(c1)C(=O)[O-],3.70757,LIQFEY_clean,voxels_50/LIQFEY_clean-(id_13501).npz
1846,[Cd].[O-]C(=O)c1cc(C(=O)Nn2cnnc2)c(cc1C(=O)Nn1cnnc1)C(=O)[O-],3.60193,QOZPIG_clean,voxels_50/QOZPIG_clean-(id_8996).npz
1847,[Cd].[O-]C(=O)c1cc(C(=O)O)c(cc1C(=O)[O-])C(=O)[O-],4.90729,AGONAM_clean,voxels_50/AGONAM_clean-(id_3983).npz
1848,[Cd].[O-]C(=O)c1cc(C(=O)[O-])c(c(c1)N(=O)=O)c1c(cc(cc1N(=O)=O)C(=O)[O-])C(=O)[O-],3.476,UKEXEP_clean,voxels_50/UKEXEP_clean-(id_11505).npz
1849,[Cd].[O-]C(=O)c1cc(C(=O)[O-])c(c(c1C(=O)[O-])C(=O)[O-])C(=O)[O-].n1ccc(cc1)c1ccncc1,2.48,SIBMIB_clean,voxels_50/SIBMIB_clean-(id_13719).npz
1850,[Cd].[O-]C(=O)c1cc(C(=O)[O-])c(cc1C(=O)[O-])C(=O)[O-],4.613975,CUKXAJ_clean,voxels_50/CUKXAJ_clean-(id_7260).npz
1852,[Cd].[O-]C(=O)c1cc(C(=O)[O-])c(cc1c1ccc(cc1)C(=O)[O-])c1ccc(cc1)C(=O)[O-].n1ccc(cc1)c1ccncc1,4.86289,LAHTUM_clean,voxels_50/LAHTUM_clean-(id_4790).npz
1853,[Cd].[O-]C(=O)c1cc(COc2cc(cc(c2)C(=O)[O-])C(=O)[O-])cc(c1)COc1cc(cc(c1)C(=O)[O-])C(=O)[O-],6.31772,BUCWAZ_clean,voxels_50/BUCWAZ_clean-(id_1803).npz
1854,[Cd].[O-]C(=O)c1cc(CSC2=Nc3c([N]2)cccc3)cc(c1)C(=O)[O-].n1ccc(cc1)c1ccncc1,2.89254,WUPMOL_clean,voxels_50/WUPMOL_clean-(id_8932).npz
1855,[Cd].[O-]C(=O)c1cc(N)cnc1,2.75107,KULMIP_clean,voxels_50/KULMIP_clean-(id_4138).npz
1856,[Cd].[O-]C(=O)c1cc(N=Nc2cc(cc(c2)C(=O)[O-])C(=O)[O-])cc(c1)C(=O)[O-],6.85631,WISVEB_clean,voxels_50/WISVEB_clean-(id_7881).npz
1857,[Cd].[O-]C(=O)c1cc(OCCOc2cc(cc(c2)C(=O)[O-])C(=O)[O-])cc(c1)C(=O)[O-],3.63748,JUVROJ_clean,voxels_50/JUVROJ_clean-(id_4678).npz
1858,[Cd].[O-]C(=O)c1cc(OCc2cc(COc3cc(cc(c3)C(=O)[O-])C(=O)[O-])c(cc2COc2cc(cc(c2)C(=O)[O-])C(=O)[O-])COc2cc(cc(c2)C(=O)[O-])C(=O)[O-])cc(c1)C(=O)[O-],3.78386,ZALREM_clean,voxels_50/ZALREM_clean-(id_2713).npz
1859,[Cd].[O-]C(=O)c1cc(OCn2cncn2)cc(c1)C(=O)[O-],3.487,SIWTOJ_clean,voxels_50/SIWTOJ_clean-(id_12238).npz
1860,[Cd].[O-]C(=O)c1cc([N][N]c2cc(cc(c2)C(=O)[O-])C(=O)[O-])cc(c1)C(=O)[O-],6.6619,DUDKUK_clean,voxels_50/DUDKUK_clean-(id_2268).npz
1861,[Cd].[O-]C(=O)c1cc([O])c(cc1[O])C(=O)[O-],11.5468,BAPDAA_clean,voxels_50/BAPDAA_clean-(id_857).npz
1862,[Cd].[O-]C(=O)c1cc([n-]n1Cc1ccc(cc1)Cn1[n-]c(cc1C(=O)[O-])C(=O)[O-])C(=O)[O-],4.35736,CUBHOY_clean,voxels_50/CUBHOY_clean-(id_32).npz
1863,[Cd].[O-]C(=O)c1cc(c2cc(cc(c2)C(=O)[O-])C(=O)[O-])c(cc1C(=O)[O-])c1cc(cc(c1)C(=O)[O-])C(=O)[O-],3.56516,IJEVIE_clean,voxels_50/IJEVIE_clean-(id_3411).npz
1864,[Cd].[O-]C(=O)c1cc(c2cc(cc(c2)C(=O)[O-])C(=O)[O-])c(cc1C(=O)[O-])c1cc(cc(c1)C(=O)[O-])C(=O)[O-].n1ccc(cc1)c1ccncc1,3.65442,IJEVEA_clean,voxels_50/IJEVEA_clean-(id_1250).npz
1865,[Cd].[O-]C(=O)c1cc(c2ccc(cc2)C(=O)[O-])c(cc1C(=O)[O-])c1ccc(cc1)C(=O)[O-],4.49425,LODKIA_clean,voxels_50/LODKIA_clean-(id_7984).npz
1866,[Cd].[O-]C(=O)c1cc(c2ccc(cc2)C(=O)[O-])c(cc1c1ccc(cc1)C(=O)[O-])C(=O)[O-],3.14879,JUXZOT_clean,voxels_50/JUXZOT_clean-(id_6125).npz
1868,[Cd].[O-]C(=O)c1cc(c2cccc(c2)C(=O)[O-])c(cc1c1cccc(c1)C(=O)[O-])C(=O)[O-],3.65704,BOPHEV_clean,voxels_50/BOPHEV_clean-(id_6025).npz
1871,[Cd].[O-]C(=O)c1cc(c2cccc(c2)C(=O)[O-])c(cc1c1cccc(c1)C(=O)[O-])C(=O)[O-].[OH],2.51129,WOWBER_clean,voxels_50/WOWBER_clean-(id_10783).npz
1872,[Cd].[O-]C(=O)c1cc(cc(c1)C(=O)O)C(=O)[O-],4.05,TOKDON_clean,voxels_50/TOKDON_clean-(id_7044).npz
1873,[Cd].[O-]C(=O)c1cc(cc(c1)C(=O)[O-])C(=O)[O-],4.594529286,FUMJAA_clean,voxels_50/FUMJAA_clean-(id_5717).npz
1887,[Cd].[O-]C(=O)c1cc(cc(c1)C(=O)[O-])C(=O)[O-].[O-]C(=O)c1ccc(c(c1)OCc1ccncc1)OCc1ccncc1,2.88,MAKSUO_clean,voxels_50/MAKSUO_clean-(id_8948).npz
1888,[Cd].[O-]C(=O)c1cc(cc(c1)C(=O)[O-])C(=O)[O-].c1ccc2c(c1)n(cn2)c1cc(cc(c1)n1cnc2c1cccc2)n1cnc2c1cccc2,3.17784,VOQWUV_clean,voxels_50/VOQWUV_clean-(id_13600).npz
1889,[Cd].[O-]C(=O)c1cc(cc(c1)C(=O)[O-])C(=O)[O-].c1cnc(cn1)C1=N[N]C(=N1)c1cnccn1,4.18,HICVUM_clean,voxels_50/HICVUM_clean-(id_4378).npz
1890,[Cd].[O-]C(=O)c1cc(cc(c1)C(=O)[O-])C(=O)[O-].c1ncn(c1)Cc1ccc(cc1)Cn1cncc1,2.56957,SOJKAF_clean,voxels_50/SOJKAF_clean-(id_7339).npz
1891,[Cd].[O-]C(=O)c1cc(cc(c1)C(=O)[O-])C(=O)[O-].n1ccc(cc1)c1cc(nc(c1)c1ccncc1)c1ccncc1,2.82234,TOFLAD_clean,voxels_50/TOFLAD_clean-(id_14663).npz
1892,[Cd].[O-]C(=O)c1cc(cc(c1)C(=O)[O-])C(=O)[O-].n1ccc(cc1)c1ccncc1,3.33,ISACIP_clean,voxels_50/ISACIP_clean-(id_13088).npz
1893,[Cd].[O-]C(=O)c1cc(cc(c1)C(=O)[O-])C(=O)[O-].n1ccc(cc1)c1nn(c(n1)c1ccncc1)CN1[CH]N=C[N]1,2.54359,CAJLEH_clean,voxels_50/CAJLEH_clean-(id_10365).npz
1894,[Cd].[O-]C(=O)c1cc(cc(c1)C(=O)[O-])C1=C(C=[C][C]=C1)c1cc(cc(c1)C(=O)[O-])C(=O)[O-].[O-]C(=O)c1cc(cc(c1)C(=O)[O-])C1=C[C]=[C]C=C1c1cc(cc(c1)C(=O)[O-])C(=O)[O-],3.49916,AVETEC_clean,voxels_50/AVETEC_clean-(id_13597).npz
1895,[Cd].[O-]C(=O)c1cc(cc(c1)C(=O)[O-])N(Cc1ccc(cc1)C(=O)[O-])Cc1ccc(cc1)C(=O)[O-].[O-]C(=O)c1cc(cc(c1)C(=O)[O-])N(Cc1ccc(cc1)C(=O)[O-])[CH]c1ccc(cc1)C(=O)[O-],4.42991,USUVIP_clean,voxels_50/USUVIP_clean-(id_14043).npz
1896,[Cd].[O-]C(=O)c1cc(cc(c1)C(=O)[O-])[C]1N[N]C(=N1)c1cc(cc(c1)C(=O)[O-])C(=O)[O-].[O-]C=O,3.236525,OKILUR_clean,voxels_50/OKILUR_clean-(id_8878).npz
1898,[Cd].[O-]C(=O)c1cc(cc(c1)C(=O)[O-])[Si](c1cc(cc(c1)C(=O)[O-])C(=O)[O-])(c1cc(cc(c1)C(=O)[O-])C(=O)[O-])C,4.00684,OCAWAT_clean,voxels_50/OCAWAT_clean-(id_4719).npz
1899,[Cd].[O-]C(=O)c1cc(cc(c1)C(=O)[O-])[Si](c1cc(cc(c1)C(=O)[O-])C(=O)[O-])(c1cc(cc(c1)C(=O)[O-])C(=O)[O-])c1cc(cc(c1)C(=O)[O-])C(=O)[O-],3.28,GERWOR_charged,voxels_50/GERWOR_charged-(id_12330).npz
1900,[Cd].[O-]C(=O)c1cc(cc(c1)C(=O)[O-])c1cc(cc(c1)C(=O)[O-])C(=O)[O-],6.03228,DUWBEE_clean,voxels_50/DUWBEE_clean-(id_4518).npz
1901,[Cd].[O-]C(=O)c1cc(cc(c1)C(=O)[O-])c1cc(cc(c1)c1cc(cc(c1)C(=O)[O-])C(=O)[O-])c1cc(cc(c1)C(=O)[O-])C(=O)[O-],5.81,QUQFOY_clean,voxels_50/QUQFOY_clean-(id_2003).npz
1902,[Cd].[O-]C(=O)c1cc(cc(c1)C(=O)[O-])c1cc(ccc1C(=O)[O-])C(=O)[O-].c1ncn(c1)Cc1ccc(cc1)Cn1cncc1,2.49109,DIYWIT_clean,voxels_50/DIYWIT_clean-(id_10876).npz
1903,[Cd].[O-]C(=O)c1cc(cc(c1)C(=O)[O-])c1cc(ccc1C(=O)[O-])C(=O)[O-].c1ncn(c1)c1cc(cc(c1)n1cncc1)n1cncc1,3.85621,DIYTEM_clean,voxels_50/DIYTEM_clean-(id_5511).npz
1904,[Cd].[O-]C(=O)c1cc(cc(c1)C(=O)[O-])c1ccc(c(c1)c1cc(cc(c1)C(=O)[O-])C(=O)[O-])C(=O)[O-],4.36115,GACBOE_clean,voxels_50/GACBOE_clean-(id_3149).npz
1905,[Cd].[O-]C(=O)c1cc(cc(c1)C(=O)[O-])n1c(C)nnc1c1nccnc1,3.62775,TUMRIE_clean,voxels_50/TUMRIE_clean-(id_8748).npz
1906,[Cd].[O-]C(=O)c1cc(cc(c1)C(C)(C)C)C(=O)[O-],7.95829,SIDCAL_clean,voxels_50/SIDCAL_clean-(id_10754).npz
1907,[Cd].[O-]C(=O)c1cc(cc(c1)C1=NN=N[N]1)C(=O)[O-],3.665935,ASEJOZ01_clean,voxels_50/ASEJOZ01_clean-(id_6827).npz
1909,[Cd].[O-]C(=O)c1cc(cc(c1)C1=N[N]N=N1)C(=O)[O-].[O],4.9946,NAHHAI_clean,voxels_50/NAHHAI_clean-(id_4388).npz
1910,[Cd].[O-]C(=O)c1cc(cc(c1)S([O])([O])[O])C(=O)[O-].c1ncn(c1)Cc1ccc(cc1)Cn1cncc1,4.63,SEFSOM_clean,voxels_50/SEFSOM_clean-(id_12571).npz
1911,[Cd].[O-]C(=O)c1cc(cc(c1)c1cc(cc(c1)C(=O)[O-])C(=O)[O-])c1cc(cc(c1)C(=O)[O-])C(=O)[O-],4.131495,AVESUR_clean,voxels_50/AVESUR_clean-(id_2447).npz
1913,[Cd].[O-]C(=O)c1cc(cc(c1)c1ccc(cc1)C(=O)[O-])c1ccc(cc1)C(=O)[O-],10.5,AWEJIW_clean,voxels_50/AWEJIW_clean-(id_15195).npz
1914,[Cd].[O-]C(=O)c1cc(cc(c1)c1ccc2c(c1)ccc(c2)C(=O)[O-])C(=O)[O-],8.04506,OKOSUE_clean,voxels_50/OKOSUE_clean-(id_14774).npz
1915,[Cd].[O-]C(=O)c1cc(cc(c1)c1ccncc1)C(=O)[O-],3.574773333,KETHEY01_clean,voxels_50/KETHEY01_clean-(id_9323).npz
1918,[Cd].[O-]C(=O)c1cc(cc(c1)n1cncc1)n1cncc1.[O-]C(=O)c1ccc(cc1)C(=O)[O-],2.54,EMICUZ_clean,voxels_50/EMICUZ_clean-(id_667).npz
1919,[Cd].[O-]C(=O)c1cc(cc(c1NC1CCC(CC1)Nc1c(cc(cc1C(=O)[O-])C(=O)[O-])C(=O)[O-])C(=O)[O-])C(=O)[O-],3.61043,UVANUC_clean,voxels_50/UVANUC_clean-(id_3390).npz
1920,[Cd].[O-]C(=O)c1cc(ccc1C(=O)[O-])C(=O)[O-],3.1,ULOGIL_clean,voxels_50/ULOGIL_clean-(id_13578).npz
1921,[Cd].[O-]C(=O)c1cc(ccc1C(=O)[O-])C(C(F)(F)F)(C(F)(F)F)c1ccc(c(c1)C(=O)[O-])C(=O)[O-],4.84,AJOVEB_clean,voxels_50/AJOVEB_clean-(id_3547).npz
1923,[Cd].[O-]C(=O)c1cc(ccc1C(=O)[O-])C(C(F)(F)F)(C(F)(F)F)c1ccc(c(c1)C(=O)[O-])C(=O)[O-].n1ccc(cc1)c1ccncc1,4.95411,COWBEX_clean,voxels_50/COWBEX_clean-(id_7991).npz
1924,[Cd].[O-]C(=O)c1cc(ccc1C(=O)[O-])Oc1cc(cc(c1)C(=O)[O-])C(=O)[O-],3.10948,GOXGAD_clean,voxels_50/GOXGAD_clean-(id_5850).npz
1925,[Cd].[O-]C(=O)c1cc(ccc1C(=O)[O-])c1ccc(c(c1)C(=O)[O-])C(=O)[O-].c1ncn(c1)Cc1ccc(cc1)c1ccc(cc1)Cn1cncc1,2.48,MOQSIV_clean,voxels_50/MOQSIV_clean-(id_1596).npz
1926,[Cd].[O-]C(=O)c1cc(nc(c1)C(=O)[O-])C(=O)[O-],2.95283,cg0702636-file001_clean,voxels_50/cg0702636-file001_clean-(id_15017).npz
1928,[Cd].[O-]C(=O)c1cc2N=C[N]c2cc1C(=O)[O-],2.41,QUJFUX_clean,voxels_50/QUJFUX_clean-(id_14402).npz
1929,[Cd].[O-]C(=O)c1cc2c(c(c1)S([O])([O])[O])cc(cc2S([O])([O])[O])C(=O)[O-],3.71803,ZOXNEH_clean,voxels_50/ZOXNEH_clean-(id_3030).npz
1930,[Cd].[O-]C(=O)c1cc2c(s1)c1cc(sc1c1c2sc(c1)C(=O)[O-])C(=O)[O-],9.14,QAGQEW_clean,voxels_50/QAGQEW_clean-(id_12951).npz
1931,[Cd].[O-]C(=O)c1cc2ccccc2c(c1O)Cc1c(O)c(cc2c1cccc2)C(=O)[O-].c1ncn(c1)Cc1ccc(cc1)Cn1cncc1,4.37137,JORRAL_clean,voxels_50/JORRAL_clean-(id_13034).npz
1932,[Cd].[O-]C(=O)c1cc2ccccc2c(c1O)Cc1c(O)c(cc2c1cccc2)C(=O)[O-].n1ccc(cc1)C=Cc1ccncc1,3.35897,NORJEL_clean,voxels_50/NORJEL_clean-(id_6394).npz
1933,[Cd].[O-]C(=O)c1cc2ccccc2cc1C(=O)[O-].n1ccc(cc1)[N][N]c1ccncc1,2.62,UNIPAJ_clean,voxels_50/UNIPAJ_clean-(id_12477).npz
1934,[Cd].[O-]C(=O)c1ccc(c(c1)N)C(=O)[O-].n1ccc(cc1)CCc1ccncc1,3.51099,DIYKAZ_clean,voxels_50/DIYKAZ_clean-(id_3524).npz
1935,[Cd].[O-]C(=O)c1ccc(c(c1)N)C(=O)[O-].n1ccc(cc1)c1ccncc1,10.095,YUXQOY_clean,voxels_50/YUXQOY_clean-(id_10745).npz
1937,[Cd].[O-]C(=O)c1ccc(c(c1)c1cccnc1)C(=O)[O-].n1ccc(cc1)CCc1ccncc1,3.40979,SOCLAZ_clean,voxels_50/SOCLAZ_clean-(id_1052).npz
1938,[Cd].[O-]C(=O)c1ccc(c(c1)c1cccnc1)C(=O)[O-].n1ccc(cc1)c1ccncc1,3.35104,SOCKOM_clean,voxels_50/SOCKOM_clean-(id_7790).npz
1939,[Cd].[O-]C(=O)c1ccc(c2c1cccc2)C(=O)[O-],2.57439,SETFUT_clean,voxels_50/SETFUT_clean-(id_5293).npz
1941,[Cd].[O-]C(=O)c1ccc(c2c1cccc2)C(=O)[O-].c1cnc(cn1)C1=N[C](N[N]1)c1ccncc1,2.41776,ORUHAM_clean,voxels_50/ORUHAM_clean-(id_2724).npz
1942,[Cd].[O-]C(=O)c1ccc(c2c1cccc2)C(=O)[O-].c1ncn(c1)c1cc(cc(c1)n1cncc1)n1cncc1,3.84022,QOVSOL_clean,voxels_50/QOVSOL_clean-(id_14834).npz
1943,[Cd].[O-]C(=O)c1ccc(c2c1nsn2)C(=O)[O-],3.70963,LAWHOJ_clean,voxels_50/LAWHOJ_clean-(id_9854).npz
1945,[Cd].[O-]C(=O)c1ccc(cc1)C(=C(c1ccc(cc1)C(=O)[O-])c1ccc(cc1)C(=O)[O-])c1ccc(cc1)C(=O)[O-],5.254195,KASRAZ_clean,voxels_50/KASRAZ_clean-(id_9611).npz
1947,[Cd].[O-]C(=O)c1ccc(cc1)C(=O)[O-],4.475044444,HIZQEN_clean,voxels_50/HIZQEN_clean-(id_11605).npz
1956,[Cd].[O-]C(=O)c1ccc(cc1)C(=O)[O-].[O]C1=C[CH]N(C=C1)Cc1c(C)c(CN2[CH]C=C(C=C2)[O])c(c(c1C)Cn1ccc(=O)cc1)C,4.35,EBIJAC_clean,voxels_50/EBIJAC_clean-(id_15276).npz
1957,[Cd].[O-]C(=O)c1ccc(cc1)C(=O)[O-].c1cc(C=Cc2ccncc2)cc(c1)C=Cc1ccncc1,4.27537,ELOHOE_clean,voxels_50/ELOHOE_clean-(id_14575).npz
1958,[Cd].[O-]C(=O)c1ccc(cc1)C(=O)[O-].c1cc(OCc2c(COc3cccc(c3)n3cnnc3)c(COc3cccc(c3)n3cnnc3)c(c(c2COc2cccc(c2)n2cnnc2)COc2cccc(c2)n2cnnc2)COc2cccc(c2)n2cnnc2)cc(c1)n1cnnc1,3.73,RESQAJ_clean,voxels_50/RESQAJ_clean-(id_2721).npz
1959,[Cd].[O-]C(=O)c1ccc(cc1)C(=O)[O-].c1ccc(cn1)c1ccc(cc1)OCCOc1ccc(cc1)c1cccnc1,3.84215,TUBLIN_clean,voxels_50/TUBLIN_clean-(id_12460).npz
1960,[Cd].[O-]C(=O)c1ccc(cc1)C(=O)[O-].c1ccc2c(c1)c(n1cncc1)c1c(c2n2cncc2)cccc1,3.30446,IQINAZ_clean,voxels_50/IQINAZ_clean-(id_12605).npz
1961,[Cd].[O-]C(=O)c1ccc(cc1)C(=O)[O-].c1ncn(c1)CC(Cn1cncc1)(Cn1cncc1)Cn1cncc1,3.27817,IKUMAE_clean,voxels_50/IKUMAE_clean-(id_11148).npz
1962,[Cd].[O-]C(=O)c1ccc(cc1)C(=O)[O-].c1ncn(c1)c1ccc(cc1)Oc1ccc(cc1)n1cncc1,2.88,OKIPUU_clean,voxels_50/OKIPUU_clean-(id_10391).npz
1963,[Cd].[O-]C(=O)c1ccc(cc1)C(=O)[O-].n1ccc(cc1)C1=CN2C(=NC(C2)c2ccc(cc2)c2ccncc2)C=C1,2.99444,acs.inorgchem.6b00894_ic6b00894_si_003_clean,voxels_50/acs.inorgchem.6b00894_ic6b00894_si_003_clean-(id_1288).npz
1964,[Cd].[O-]C(=O)c1ccc(cc1)C(=O)[O-].n1ccc(cc1)C1=NN=N[N]1,3.84866,TUBCEA_clean,voxels_50/TUBCEA_clean-(id_8439).npz
1965,[Cd].[O-]C(=O)c1ccc(cc1)C(=O)[O-].n1ccc(cc1)CCc1ccncc1,2.947095,ILIQIF_clean,voxels_50/ILIQIF_clean-(id_13858).npz
1967,[Cd].[O-]C(=O)c1ccc(cc1)C(=O)[O-].n1ccc(cc1)OCC(COc1ccncc1)(COc1ccncc1)COc1ccncc1,3.61,QUPJAN_clean,voxels_50/QUPJAN_clean-(id_5189).npz
1968,[Cd].[O-]C(=O)c1ccc(cc1)C(=O)[O-].n1ccc(cc1)c1ccc(c2c1nsn2)c1ccncc1,2.92387,AJUNOK_clean,voxels_50/AJUNOK_clean-(id_9727).npz
1969,[Cd].[O-]C(=O)c1ccc(cc1)C(=O)[O-].n1ccc(cc1)c1ccc(cc1)[N]c1ccc(cc1)c1ccncc1,3.30945,RUGPEQ_clean,voxels_50/RUGPEQ_clean-(id_14896).npz
1970,[Cd].[O-]C(=O)c1ccc(cc1)C(=O)[O-].n1cnn(c1)CCn1ncnc1,3.30877,ZIYPUU_clean,voxels_50/ZIYPUU_clean-(id_3638).npz
1971,[Cd].[O-]C(=O)c1ccc(cc1)C(C(F)(F)F)(C(F)(F)F)c1ccc(cc1)C(=O)[O-].n1ccc(cc1)c1cc(Oc2cc(cc(c2)c2ccncc2)c2ccncc2)cc(c1)c1ccncc1,2.83161,QIFLEY_clean,voxels_50/QIFLEY_clean-(id_15198).npz
1972,[Cd].[O-]C(=O)c1ccc(cc1)C(c1ccc(cc1)C(=O)[O-])(c1ccc(cc1)C(=O)[O-])c1ccc(cc1)C(=O)[O-],5.37575,EVUDAA_clean,voxels_50/EVUDAA_clean-(id_8465).npz
1973,[Cd].[O-]C(=O)c1ccc(cc1)C(c1ccc(cc1)C(=O)[O-])c1ccc(cc1)C(=O)[O-].n1ccc(cc1)c1ccncc1,3.48,DAWDAI_clean,voxels_50/DAWDAI_clean-(id_6965).npz
1974,[Cd].[O-]C(=O)c1ccc(cc1)C1=C(SC(=C2SC(=C(S2)c2ccc(cc2)C(=O)[O-])c2ccc(cc2)C(=O)O)S1)c1ccc(cc1)C(=O)O.n1ccc(cc1)CCc1ccncc1,4.04124,GUFBOA_clean,voxels_50/GUFBOA_clean-(id_962).npz
1975,[Cd].[O-]C(=O)c1ccc(cc1)C1=C(SC(=C2SC(=C(S2)c2ccc(cc2)C(=O)[O-])c2ccc(cc2)C(=O)[O-])S1)c1ccc(cc1)C(=O)[O-],4.65074,ja512437u_si_004_clean,voxels_50/ja512437u_si_004_clean-(id_4428).npz
1976,[Cd].[O-]C(=O)c1ccc(cc1)C1=C2C=CC3=[N]2[Pd]24n5c1ccc5C(=C1[N]2=C(C=C1)C(=c1n4c(=C3c2ccc(cc2)C(=O)[O-])cc1)c1ccc(cc1)C(=O)[O-])c1ccc(cc1)C(=O)[O-],4.61287,OQESAF_clean,voxels_50/OQESAF_clean-(id_4860).npz
1980,[Cd].[O-]C(=O)c1ccc(cc1)C1=NN=N[N]1.n1ccc(cc1)c1ccncc1,3.67598,VOTKEW_clean,voxels_50/VOTKEW_clean-(id_10795).npz
1981,[Cd].[O-]C(=O)c1ccc(cc1)CN1CCN(CCN(CCN(CC1)Cc1ccc(cc1)C(=O)[O-])Cc1ccc(cc1)C(=O)[O-])Cc1ccc(cc1)C(=O)[O-],7.47,PEMREG_clean,voxels_50/PEMREG_clean-(id_11153).npz
1982,[Cd].[O-]C(=O)c1ccc(cc1)COc1cc(cc(c1)C(=O)[O-])C(=O)[O-],3.59,IZEBEV_clean,voxels_50/IZEBEV_clean-(id_13763).npz
1983,[Cd].[O-]C(=O)c1ccc(cc1)N(c1ccc(cc1)C(=O)[O-])c1ccc(cc1)C(=O)[O-],4.367104,YUYLIP_clean,voxels_50/YUYLIP_clean-(id_10393).npz
1988,[Cd].[O-]C(=O)c1ccc(cc1)N(c1ccc(cc1)C(=O)[O-])c1ccccc1.n1ccc(cc1)CN1[CH][CH]N([CH][CH]1)Cc1ccncc1,3.68033,AWAKEQ_clean,voxels_50/AWAKEQ_clean-(id_5205).npz
1989,[Cd].[O-]C(=O)c1ccc(cc1)N1[N]C=N[CH]1,4.626705,LUFCAS_clean,voxels_50/LUFCAS_clean-(id_2557).npz
1991,[Cd].[O-]C(=O)c1ccc(cc1)N1[N]C=N[CH]1.[O-]C(=O)c1ccc(cc1)n1ncnc1.[OH],7.36677,YIXYUB_clean,voxels_50/YIXYUB_clean-(id_6565).npz
1992,[Cd].[O-]C(=O)c1ccc(cc1)NCc1cccnc1,4.66172,JOFGOC_clean,voxels_50/JOFGOC_clean-(id_5901).npz
1993,[Cd].[O-]C(=O)c1ccc(cc1)OC1=CC=[C]C=C1.[O][C]1OO[C]1[O].[O-]C(=O)c1ccc(cc1)Oc1ccc(cc1)C(=O)[O-].[O][C]1OOC1([O])c1ccc(cc1)Oc1ccc(cc1)C(=O)[O-].n1ccc(cc1)OCC(COc1ccncc1)(COc1ccncc1)[C]Oc1ccncc1,3.71957,DUKNEE_clean,voxels_50/DUKNEE_clean-(id_3577).npz
1994,[Cd].[O-]C(=O)c1ccc(cc1)OCC(COC12C=CC3([C]4[C]1[C]2[C]34)C(=O)[O-])(COC12C=CC3([C]4[C]1[C]2[C]34)C(=O)[O-])COc1ccc(cc1)C(=O)[O-].c1ncn(c1)CC(Cn1cncc1)(Cn1cncc1)Cn1cncc1,3.66432,ZEDLOL_clean,voxels_50/ZEDLOL_clean-(id_4978).npz
1995,[Cd].[O-]C(=O)c1ccc(cc1)OCC(COc1ccc(cc1)C(=O)O)(COc1ccc(cc1)C(=O)O)COc1ccc(cc1)C(=O)[O-],6.55,HIHGUC_clean,voxels_50/HIHGUC_clean-(id_2134).npz
1996,[Cd].[O-]C(=O)c1ccc(cc1)OCC(COc1ccc(cc1)C(=O)[O-])(COc1ccc(cc1)C(=O)[O-])COCC(COc1ccc(cc1)C(=O)[O-])(COc1ccc(cc1)C(=O)[O-])COc1ccc(cc1)C(=O)[O-],5.54,ACOLOV_clean,voxels_50/ACOLOV_clean-(id_4631).npz
1997,[Cd].[O-]C(=O)c1ccc(cc1)OCC(COc1ccc(cc1)C(=O)[O-])(COc1ccc(cc1)C(=O)[O-])COc1ccc(cc1)C(=O)[O-],4.633584,EREGOY_clean,voxels_50/EREGOY_clean-(id_5995).npz
2002,[Cd].[O-]C(=O)c1ccc(cc1)OCC(COc1ccc(cc1)C(=O)[O-])(COc1ccc(cc1)C(=O)[O-])[CH]Oc1ccc(cc1)C(=O)[O-],4.95822,OXALIJ_ion_b,voxels_50/OXALIJ_ion_b-(id_1578).npz
2003,[Cd].[O-]C(=O)c1ccc(cc1)OCCOc1ccc(cc1)C(=O)[O-].n1ccc(cc1)c1ccncc1,6.40962,ic300665a_si_002_clean,voxels_50/ic300665a_si_002_clean-(id_3491).npz
